"Kod";"Nazwa";"ogółem;1999;[ha]";"ogółem;2000;[ha]";"ogółem;2001;[ha]";"ogółem;2002;[ha]";"ogółem;2003;[ha]";"ogółem;2004;[ha]";"ogółem;2005;[ha]";"ogółem;2006;[ha]";"ogółem;2007;[ha]";"ogółem;2008;[ha]";"ogółem;2009;[ha]";"ogółem;2010;[ha]";"ogółem;2011;[ha]";"ogółem;2012;[ha]";"ogółem;2013;[ha]";"ogółem;2014;[ha]";"ogółem;2015;[ha]";"ogółem;2016;[ha]";"ogółem;2017;[ha]";"ogółem;2018;[ha]";"ogółem;2019;[ha]";"ogółem;2020;[ha]";"ogółem;2021;[ha]";"ogółem;2022;[ha]";"ogółem;2023;[ha]";"ogółem;2024;[ha]";
0661000;"Powiat m. Biała Podlaska";;553,8;550,6;544,5;543,5;541,1;593,1;591,1;591,1;591,1;591,6;591,9;592,9;592,9;592,34;592,52;619,63;622,63;624,63;620,63;620,63;620,63;620,63;492,21;912,03;912,03;
0662000;"Powiat m. Chełm";;263,5;263,5;263,5;263,5;263,7;264,7;264,5;265,0;265,0;265,0;265,0;265,0;272,6;273,10;273,10;272,91;272,84;272,60;272,39;272,37;272,35;272,35;272,35;272,35;272,35;
0663000;"Powiat m. Lublin";;1667,0;1665,0;1665,0;1665,1;1665,0;1665,4;1665,4;1671,4;1673,4;1673,7;1673,6;1673,7;1673,7;1672,84;1672,84;1675,09;1685,27;1674,90;1674,07;1674,07;1674,35;1674,12;1674,27;1675,80;1675,77;
0664000;"Powiat m. Zamość";;62,0;62,0;62,0;62,0;62,0;62,0;62,3;56,9;56,9;56,9;56,9;56,9;51,3;51,30;51,43;51,43;51,43;51,43;51,43;51,43;51,43;51,43;51,43;50,89;50,89;
0801000;"Powiat gorzowski";;54254,2;54329,2;54349,4;54618,3;54849,9;55005,4;55098,9;55015,5;55014,8;55096,9;55161,1;55206,1;55235,0;55393,74;55550,16;55587,98;55619,73;55623,25;55617,87;55626,38;55626,97;55670,05;55753,70;55749,90;55752,67;
0802000;"Powiat krośnieński";;84752,4;84861,8;85016,0;85543,3;85552,1;85555,7;85621,0;85695,4;85912,5;85904,2;86031,8;86089,7;86117,0;86264,90;86251,01;86037,75;86047,17;86158,62;86180,71;86256,14;86309,40;86333,36;86347,15;86365,40;86640,72;
0803000;"Powiat międzyrzecki";;74111,3;74348,9;74380,3;74430,7;74578,3;74693,7;74795,8;74818,6;74509,6;74561,6;74666,6;74770,9;74784,2;74751,97;74782,66;74878,84;74931,07;74949,20;74954,34;74991,80;75062,02;75052,47;75064,31;75085,19;75087,23;
0804000;"Powiat nowosolski";;53999,4;51153,0;29947,5;30033,2;30059,8;30099,1;30207,3;30235,3;30396,8;30574,9;30853,5;30888,7;30965,9;30922,80;30909,69;31009,07;30945,35;31030,84;31038,66;31045,22;31040,51;31050,87;31332,35;31356,75;31612,28;
0805000;"Powiat słubicki";;46972,2;47380,6;47579,5;47627,5;47891,6;48038,5;48016,4;48143,0;48156,4;48162,1;48177,3;48231,2;48387,8;48375,32;48386,77;48449,72;48507,56;48524,35;48514,01;48541,56;48555,16;48574,07;48570,39;48568,41;48574,35;
0806000;"Powiat strzelecko-drezdenecki";;63387,1;63427,8;63426,4;63502,7;63537,9;63593,4;63649,3;63838,8;63855,9;63846,3;64027,4;64275,6;64466,2;64467,11;64502,35;64547,42;64551,01;64553,75;64542,62;64491,46;64491,31;64504,82;64512,14;64597,25;64601,70;
0807000;"Powiat sulęciński";;64022,9;64032,2;64128,3;66906,5;66891,4;66982,7;66968,8;67119,0;67021,2;66998,3;67128,6;67122,4;67159,2;67233,49;67262,96;67331,15;67376,49;67394,25;67442,00;67448,60;67538,66;67546,70;67532,80;67568,62;67557,34;
0808000;"Powiat świebodziński";;40134,3;40143,8;40169,1;40253,7;40262,2;40475,9;40490,6;40420,8;40424,4;40411,2;40481,1;40498,0;40487,1;40483,86;40482,37;40460,70;40462,28;40461,49;40511,92;40569,49;40547,50;40551,58;40549,17;40563,45;40579,40;
0809000;"Powiat zielonogórski";;79803,0;83177,0;79983,2;80092,5;80203,6;80227,5;80244,0;80442,8;80672,9;80742,5;80818,3;80966,0;81084,8;81085,56;81071,94;68488,81;68508,63;68496,05;68449,84;68462,22;68371,62;68500,00;68503,24;68661,58;68731,28;
0810000;"Powiat żagański";;51594,5;51614,3;51710,2;51807,7;53972,3;54002,4;54014,0;54073,2;54284,2;54320,4;54365,2;54439,2;54651,0;54706,72;54711,86;54785,03;54842,43;54847,15;54887,33;54886,10;54646,95;54693,88;54822,32;54869,66;54957,02;
0811000;"Powiat żarski";;76006,7;76030,2;76120,9;76155,2;76188,9;76247,8;75946,4;76212,4;76453,4;76460,7;76564,1;76630,6;76859,9;76960,23;77019,63;77128,80;77199,32;77263,56;77288,37;77290,66;77292,69;77426,33;77504,67;77675,23;77742,53;
0812000;"Powiat wschowski";;;;24574,8;24645,2;24729,3;24424,7;24735,6;24735,5;24812,9;24813,9;24873,3;24907,1;24914,5;24918,58;24949,72;25042,63;25076,86;25088,86;25135,27;25157,06;25160,56;25152,86;25156,00;25157,53;25155,01;
0861000;"Powiat m. Gorzów Wielkopolski";;388,4;385,2;415,4;415,3;415,0;414,5;411,8;412,5;412,5;413,1;412,7;412,7;412,7;410,76;406,94;381,65;376,72;376,72;380,22;382,77;385,16;385,66;385,67;385,67;387,46;
0862000;"Powiat m. Zielona Góra";;2812,8;2729,9;2741,6;2741,6;2684,9;2675,2;2669,1;2632,1;2660,8;2679,0;2677,6;2675,0;2674,0;2663,01;2673,20;15232,79;15206,97;15222,21;15215,65;15202,57;15315,55;15180,25;15211,20;15222,19;15022,40;
1001000;"Powiat bełchatowski";;29308,9;28994,1;29039,9;29184,1;29173,3;29171,4;29197,5;29197,3;29197,3;27846,7;28057,5;28066,6;28064,4;28171,93;28161,80;28222,67;28178,87;28249,94;28689,38;28663,52;28670,89;28627,27;28388,83;28587,18;28293,46;
1002000;"Powiat kutnowski";;4223,6;4263,5;4374,3;4267,9;4276,5;4313,0;4307,2;4351,4;4354,4;4359,9;4365,4;4374,7;4442,6;4443,24;4533,37;4535,76;4558,18;4594,80;4596,24;4609,42;4605,64;4607,38;4616,96;4617,45;4616,49;
1003000;"Powiat łaski";;13225,4;13458,8;13463,1;13469,9;13326,0;13251,0;13233,4;13288,5;13274,3;13304,9;13331,5;13331,0;13320,8;13332,10;13347,48;13343,90;13337,04;13488,34;13730,42;13750,50;13774,30;13675,94;13601,97;13651,17;13657,81;
1004000;"Powiat łęczycki";;4110,5;4122,5;4157,8;4202,8;4203,0;4224,8;4242,7;4291,1;4298,6;4321,7;4332,0;4353,2;4377,4;4383,37;4395,19;4401,39;4400,20;4402,66;4489,76;4492,13;4504,25;4506,34;4598,44;4601,54;4610,28;
1005000;"Powiat łowicki";;9031,1;9290,3;9380,6;9407,1;9406,5;9463,5;10026,6;10068,8;10056,1;10036,8;10061,8;10101,2;10123,6;10179,71;10239,78;10292,51;10302,00;9991,27;10005,76;10017,33;10047,39;10054,82;10082,23;10106,40;10105,51;
1006000;"Powiat łódzki wschodni";;17519,4;17367,8;12422,0;12454,2;12446,5;12444,8;12450,8;12450,1;12457,3;12457,0;12458,0;12397,7;12395,3;12332,22;12448,10;12432,88;12432,25;12518,50;12492,57;12494,69;12495,34;12493,77;12488,41;12474,91;12481,60;
1007000;"Powiat opoczyński";;31455,6;31574,9;31593,2;31557,6;31597,7;31687,1;31929,9;31884,4;31764,9;31874,5;32243,6;32290,5;32286,6;32381,93;32401,77;32516,03;32701,06;32862,65;32903,02;32937,24;32628,26;32644,37;32662,28;32787,18;32795,96;
1008000;"Powiat pabianicki";;12976,9;13060,3;13109,0;13063,5;13093,9;13080,0;13064,0;13195,2;13204,3;13266,4;13297,7;13307,8;13264,5;13279,19;13278,87;13292,93;13276,92;13338,84;13340,86;13337,99;13326,46;13330,37;13348,59;13297,77;13313,35;
1009000;"Powiat pajęczański";;19770,7;19898,1;19797,6;19839,3;19922,1;19930,3;19741,1;19708,1;19484,4;19602,5;20557,6;20002,8;21590,4;21564,19;21502,72;21426,69;21414,57;21458,96;21452,00;21475,29;20073,88;20092,73;20101,42;20115,96;19909,45;
1010000;"Powiat piotrkowski";;34420,7;34506,4;34505,5;34498,2;34485,5;34533,8;34498,2;34599,5;34710,9;34592,0;34631,8;34832,8;34846,0;35241,98;35248,84;35393,79;35456,82;35600,68;35666,37;35708,52;35728,40;35671,78;35810,99;35821,43;35822,29;
1011000;"Powiat poddębicki";;13516,7;13599,1;13652,7;13708,2;13718,0;13788,2;13831,6;14243,4;14284,3;14373,8;14387,8;14385,8;14441,6;14635,79;14631,01;14634,53;14613,58;14617,00;14125,44;14132,40;14085,79;14008,14;14025,84;14055,31;14069,08;
1012000;"Powiat radomszczański";;43769,9;44132,8;44143,1;44273,6;44074,5;44149,2;44282,2;44363,2;44475,9;44581,1;44664,2;44707,4;44773,1;45011,15;44992,75;45053,32;45059,69;45862,62;45894,97;45908,59;45918,13;46022,32;46060,02;46082,64;46775,14;
1013000;"Powiat rawski";;6696,6;6789,9;6998,9;7131,7;7156,3;7962,3;7961,4;8090,5;8093,4;8093,2;8091,7;8107,0;8260,2;8267,11;8386,82;8406,63;8380,84;8346,37;8361,38;8353,19;8355,72;8357,99;8399,51;8415,49;8232,59;
1014000;"Powiat sieradzki";;27243,4;27447,8;27537,3;27571,3;27554,5;27591,5;27559,3;29004,8;29434,4;29739,0;29741,7;29742,7;29719,5;29720,54;29720,31;29720,74;30318,76;30945,92;30943,95;30941,05;30949,14;30959,73;30960,79;30960,33;30894,79;
1015000;"Powiat skierniewicki";;15688,8;15917,9;15937,9;16012,1;16064,5;16141,8;16348,6;16314,0;16634,2;16631,5;16612,6;16678,1;16787,1;16851,72;16861,27;16878,54;16879,42;16858,36;16791,73;16803,73;16806,14;16799,50;16781,02;16739,60;16738,52;
1016000;"Powiat tomaszowski";;32087,3;32091,0;32185,2;32219,5;32237,0;32219,0;32350,9;32362,8;32389,0;32554,4;32554,7;32539,5;32620,2;32693,09;32768,91;32746,06;32779,19;32825,60;32913,18;32922,88;33036,68;33044,70;33107,60;33102,30;33087,24;
1017000;"Powiat wieluński";;22240,2;22230,2;22250,5;22347,3;22389,7;22531,2;22545,8;22564,1;22625,8;22768,5;22849,7;22920,8;23003,3;23005,16;23031,27;23054,71;23081,38;23111,03;23118,38;23120,59;23165,65;23194,83;23217,97;23233,02;23242,55;
1018000;"Powiat wieruszowski";;14742,6;14718,6;14721,4;14754,4;14758,2;14892,2;14909,7;15188,4;15205,9;15219,5;15238,7;15250,6;15219,0;15193,97;15202,48;15236,03;15261,07;15250,76;15262,05;15248,43;15298,81;15299,71;15302,67;15293,66;15293,36;
1019000;"Powiat zduńskowolski";;7522,2;7527,7;7540,0;7553,5;7604,7;7866,3;7908,5;8077,2;8456,9;8451,1;8442,3;8448,5;8429,4;8413,27;8414,05;8263,11;8262,31;8276,30;8273,98;8273,62;7958,76;7959,58;7959,41;7960,04;7964,81;
1020000;"Powiat zgierski";;16023,3;15992,0;16017,1;16044,0;16119,4;16164,9;16174,0;16175,2;16126,1;16125,8;16117,1;16057,9;16040,1;16266,58;16071,88;16113,46;16497,65;16490,97;16510,04;16511,07;16678,67;16696,40;16697,17;16703,74;16715,30;
1021000;"Powiat brzeziński";;;;4974,1;4994,9;4995,9;5016,1;5021,5;5019,5;4969,0;5039,0;5075,3;5056,4;5066,2;5070,07;5073,23;5097,97;5077,36;5095,95;5066,52;5125,67;5125,53;5122,65;5118,29;5115,38;5119,44;
1061000;"Powiat m. Łódź";;2293,7;2347,0;2350,0;2324,0;2875,8;2867,1;2866,1;2867,2;2865,9;2861,8;2846,0;2839,8;2814,7;2801,74;2799,11;2793,75;2778,89;2747,43;2726,32;2669,10;2688,84;2675,66;2669,23;2667,84;2669,59;
1062000;"Powiat m. Piotrków Trybunalski";;1419,2;1416,4;1413,8;1417,4;1414,4;1413,4;1418,9;1421,0;1421,3;1419,3;1419,2;1421,6;1421,6;1421,61;1421,61;1424,28;1424,28;1424,28;1426,05;1426,05;1422,97;1422,91;1432,14;1432,11;1439,62;
1063000;"Powiat m. Skierniewice";;93,5;92,5;93,6;92,6;92,1;94,6;94,6;94,6;94,6;93,6;95,5;124,6;153,5;154,59;157,59;155,49;156,49;157,49;157,93;157,93;157,93;158,83;156,93;156,93;158,30;
1201000;"Powiat bocheński";;17456,1;17458,2;17448,0;17432,9;18773,8;18765,0;18764,2;18784,2;18785,9;18785,9;18785,9;18822,3;18836,0;18797,69;18806,21;18810,86;18808,19;18806,61;18808,34;18806,50;18808,16;18811,68;18859,11;18867,83;18874,64;
1202000;"Powiat brzeski";;11029,0;11032,3;11031,3;10993,6;11061,7;11074,2;11085,5;11068,6;11190,3;11166,9;11156,3;11137,1;11183,6;11197,89;11207,86;11217,69;11219,57;11212,22;11122,45;11121,62;11126,26;11129,64;11137,90;11140,32;11118,04;
1203000;"Powiat chrzanowski";;13876,3;13939,8;13811,3;13810,3;13849,5;13861,6;14092,7;14098,2;14105,4;14126,7;14348,0;14329,4;14349,1;14349,86;14350,81;14341,95;14294,24;14315,07;14316,71;14341,80;14277,63;14274,38;14286,57;14292,11;14283,87;
1204000;"Powiat dąbrowski";;7191,9;5929,7;5931,6;5924,3;5925,7;5925,7;5928,9;5927,9;5924,9;5964,9;5964,9;6011,2;6014,0;6107,36;6107,53;6114,06;6177,50;6182,68;6087,73;6109,08;6114,15;6112,93;6126,28;6117,24;6127,56;
1205000;"Powiat gorlicki";;42356,5;42287,3;42337,9;42367,6;42362,8;42393,7;42190,4;42205,7;42308,4;42300,5;42367,7;42304,1;42392,2;42405,54;42389,32;42264,13;42246,92;42365,61;42369,50;42359,73;42366,30;42371,81;42383,10;42485,82;42433,45;
1206000;"Powiat krakowski";;15578,7;15565,0;15434,8;15526,0;15478,8;15386,1;15375,5;15321,2;15271,2;15272,3;15266,3;15202,0;15227,9;15183,14;15202,50;15195,71;15195,14;15192,50;15199,01;15283,02;15284,60;15038,87;15037,02;15081,75;15247,85;
1207000;"Powiat limanowski";;36933,8;36925,6;36934,8;36929,3;36934,8;36920,1;36925,3;36928,4;36921,2;36935,9;36936,0;36901,0;36899,4;36898,62;36899,60;36968,51;36967,28;36976,56;36979,11;37007,03;37000,47;36999,62;36988,49;36988,80;36986,38;
1208000;"Powiat miechowski";;7941,8;8027,8;7999,5;7999,8;8055,6;8054,7;8076,7;8090,7;8082,3;8130,9;8108,9;8122,5;8162,5;8176,71;8188,50;8214,03;8234,76;8245,23;8263,35;8262,47;8267,45;8268,75;8266,14;8266,37;8269,00;
1209000;"Powiat myślenicki";;23986,1;23986,2;23985,4;24017,5;24013,4;23921,8;23957,8;23962,7;24050,9;23941,7;23911,8;23869,5;23873,3;23896,43;23900,35;23976,46;24040,90;24116,52;24022,18;24057,82;24069,70;24079,74;24064,18;24066,11;24066,58;
1210000;"Powiat nowosądecki";;68046,7;68003,7;68015,6;68026,5;68037,1;68090,1;68008,1;68021,0;68029,9;68091,6;68369,7;68527,3;68596,2;68694,14;68856,81;68898,77;68866,53;68859,18;69153,91;69351,01;69369,18;69312,23;69271,26;69187,60;69145,08;
1211000;"Powiat nowotarski";;54637,8;54565,3;54817,2;54785,3;54780,7;54762,7;54527,7;54557,3;54802,7;54759,1;54940,1;55726,6;54982,6;55039,59;55205,50;55148,78;55188,49;54823,70;54886,70;55780,56;55607,56;55596,61;55399,46;55564,68;55534,93;
1212000;"Powiat olkuski";;21643,7;23063,3;21998,9;22082,1;22165,9;22246,9;22267,4;22286,2;22286,3;22286,1;22405,9;22447,9;22450,0;22645,04;22679,46;22709,40;22718,31;22685,35;22945,96;23030,17;22988,45;22919,94;22911,92;22864,79;22847,99;
1213000;"Powiat oświęcimski";;3926,8;3933,7;4035,1;4031,1;4050,8;4061,8;4085,3;4084,9;4086,7;4108,9;4107,4;4117,0;4099,3;4097,55;4076,63;4123,90;4120,40;4121,31;4066,92;4047,94;4042,84;4049,23;4047,49;4069,75;4099,16;
1214000;"Powiat proszowicki";;623,1;623,1;620,8;620,8;620,8;619,8;619,8;622,6;622,6;620,8;620,8;618,8;618,8;646,23;646,93;651,84;651,84;1019,20;746,02;624,98;622,93;614,86;614,96;616,90;617,18;
1215000;"Powiat suski";;33350,1;33353,7;33357,7;33355,4;33370,7;33380,0;33407,0;33403,3;33394,6;33397,8;33388,2;33384,2;33377,8;33377,39;33415,88;33420,18;33359,72;33397,37;33286,13;33297,22;33300,42;33331,91;33287,08;33281,52;33295,20;
1216000;"Powiat tarnowski";;28358,1;28508,0;28564,7;30564,4;30552,7;30566,6;30678,5;30722,4;30750,8;30940,4;30934,8;31037,4;31066,1;31075,63;31097,45;31140,52;31164,07;30815,91;30841,01;30952,43;30954,52;30956,25;30992,52;30986,79;31024,16;
1217000;"Powiat tatrzański";;21454,3;21454,3;21485,6;21486,6;21472,3;21501,3;21492,3;22586,9;22585,9;22585,9;22992,3;22983,6;22983,6;23066,03;23007,76;23010,43;22999,35;23004,27;23004,50;21526,49;20500,50;20491,25;19929,60;20320,28;20320,19;
1218000;"Powiat wadowicki";;15270,5;15253,2;15142,9;15189,2;15158,7;15189,2;15190,7;15238,2;15286,0;15226,7;15324,2;15277,3;15285,1;15341,38;15363,65;15361,56;15482,72;15459,12;15412,86;15491,24;15533,85;15529,55;15507,77;15611,85;15622,89;
1219000;"Powiat wielicki";;7951,8;7951,7;7946,8;7920,4;6611,1;6608,8;6597,8;6579,7;6579,0;6587,2;6585,9;6582,8;6602,4;6679,96;6680,03;6678,37;6678,47;6681,48;6685,55;6688,40;6633,23;6650,78;6615,82;6609,70;6607,60;
1261000;"Powiat m. Kraków";;1414,5;1414,5;1414,5;1414,5;1465,5;1492,5;1502,8;1502,8;1506,2;1506,2;1498,1;1498,1;1505,5;1497,31;1497,60;1501,33;1349,01;1354,89;1374,41;1405,82;1496,78;1540,76;1570,36;1589,72;1672,70;
1262000;"Powiat m. Nowy Sącz";;645,8;645,8;645,8;645,4;646,6;646,6;646,6;656,1;656,1;656,1;656,5;656,5;642,1;654,90;654,90;654,22;654,22;653,22;635,49;641,67;638,52;638,52;638,52;641,97;641,96;
1263000;"Powiat m. Tarnów";;285,1;282,1;276,9;278,9;282,8;283,0;284,7;278,7;275,7;263,3;263,3;275,3;273,6;275,56;275,71;278,45;278,45;277,43;277,95;290,33;290,33;290,10;290,10;290,15;291,42;
1401000;"Powiat białobrzeski";;16398,8;16429,8;16369,7;16374,3;16354,3;16328,0;16319,2;16317,1;16309,4;16272,1;16291,0;16300,8;16282,6;16365,71;16362,27;16371,37;16370,27;16372,01;16371,46;16362,66;16450,30;16164,62;15834,11;15833,29;15850,88;
1402000;"Powiat ciechanowski";;15919,6;15954,6;16018,0;16054,0;16117,7;16611,4;16614,3;16617,5;16549,9;16426,6;16395,4;16749,9;17106,2;17626,96;17803,95;17861,40;17953,01;18191,40;18338,65;18356,10;18361,96;18371,86;18485,57;18471,51;18489,39;
1403000;"Powiat garwoliński";;35188,4;35263,0;35304,5;35402,8;36031,8;36258,6;37086,1;37471,9;38150,2;38590,7;39170,0;39202,3;39394,8;39426,15;39550,60;39567,76;39619,43;39556,94;39637,06;39737,60;39734,26;39911,74;39575,26;39708,20;39707,32;
1404000;"Powiat gostyniński";;13105,2;13323,4;13466,0;13560,5;13562,2;13692,9;13775,6;13861,1;14022,4;14070,3;14061,5;14095,6;14100,5;14104,93;14157,21;14162,45;14188,90;14212,29;14216,20;14224,36;14265,39;14266,38;14275,64;14273,91;14268,69;
1405000;"Powiat grodziski";;4813,8;4806,4;4377,6;4378,8;4369,3;4358,3;4325,1;4330,7;4353,1;4368,2;4428,0;4412,2;4385,3;4368,40;4387,52;4387,37;4382,32;4382,63;4356,81;4371,10;4364,02;4359,36;4370,82;4349,50;4359,27;
1406000;"Powiat grójecki";;16748,0;17444,2;17795,6;15926,2;16011,3;16059,4;16593,7;16668,1;16703,3;16742,0;16757,5;16678,3;16678,7;16659,91;16659,81;16653,67;16656,31;16770,26;16789,86;16776,03;16772,56;16766,40;16770,35;16776,24;16770,44;
1407000;"Powiat kozienicki";;27965,6;28034,3;28036,9;28042,9;28067,2;28067,3;28078,6;28123,0;28124,0;28266,1;27927,6;28027,5;28025,3;28027,16;27790,51;29708,67;29748,51;29762,82;29780,84;29784,63;30602,92;30028,51;30060,76;30061,62;30055,21;
1408000;"Powiat legionowski";;11735,1;11766,6;11788,9;11711,6;11711,4;11718,6;11722,4;11735,5;11735,5;11961,6;12120,6;11997,7;11997,4;12119,15;12239,60;12246,71;12242,47;12143,36;12123,97;12100,44;11997,45;11975,43;11973,92;11984,52;11916,28;
1409000;"Powiat lipski";;12629,9;12973,1;12978,1;12981,4;12633,2;12649,1;12733,4;12739,8;12866,2;12860,0;15535,1;15903,4;15902,1;15913,74;15971,58;15948,53;15950,95;15950,01;15950,53;15950,29;15963,50;15960,89;15958,30;15950,02;15948,51;
1410000;"Powiat łosicki";;15905,7;15795,3;15831,4;15849,0;15950,9;15842,6;15904,3;16209,1;16501,7;16594,1;16755,3;16733,6;16920,2;17526,97;17571,74;17597,55;17651,40;17654,26;17679,09;17704,10;17724,73;17802,28;17805,01;17948,02;17914,65;
1411000;"Powiat makowski";;26919,6;26923,4;26916,3;26907,5;26916,2;26921,8;26926,5;26929,4;27010,9;27050,2;27074,7;27343,0;27342,1;27344,50;27683,40;27750,60;27762,03;27995,33;28450,11;28505,57;28542,12;28615,21;28660,42;28695,46;28717,34;
1412000;"Powiat miński";;26292,9;26317,6;24647,1;24740,0;24799,9;24939,6;24941,6;24920,7;24753,8;24767,1;25229,9;25120,6;25187,1;25166,75;25194,52;25514,08;25546,24;25549,55;25669,62;25496,18;25548,23;25529,97;25457,84;25837,99;25797,74;
